wage,hours,IQ,educ,exper,tenure,age,married,black,meduc,feduc
1.00E+06,40,96,11,15,15,37,1,0,8,9
318000,40,67,12,16,5,36,1,1,7,5
556000,40,69,11,13,9,34,0,1,8,8
958000,60,98,12,11,9,28,1,0,12,11
995000,40,92,9,22,13,38,1,1,7,4
1600000,50,109,14,16,5,33,1,0,9,10
606000,45,100,18,6,5,30,0,0,12,12
511000,45,101,12,13,1,30,1,0,11,12
1411000,45,111,16,11,12,32,1,0,12,9
1346000,40,106,16,15,11,37,1,0,8,14
1522000,46,102,12,15,16,37,1,0,12,10
1075000,40,115,14,9,10,30,1,0,12,10
1200000,50,99,12,11,11,28,1,0,10,8
1377000,37,118,16,15,1,36,1,0,11,10
874000,55,132,13,8,2,33,1,0,13,16
625000,40,108,13,11,9,30,1,0,12,16
1250000,32,98,12,17,2,33,1,0,14,10
1082000,40,111,13,20,12,36,1,0,8,11
693000,40,79,11,18,3,38,1,0,8,8
727000,55,97,12,11,11,31,1,0,12,11
615000,50,99,15,16,15,38,1,0,12,14
913000,40,101,16,5,7,31,1,0,12,NA
884000,46,120,17,4,10,36,1,0,12,18
698000,43,97,12,10,4,29,1,0,8,8
8.00E+05,55,106,12,17,18,36,1,0,8,12
812000,40,131,16,9,3,30,0,0,12,12
1.00E+06,40,93,11,16,14,34,1,0,12,8
549000,49,79,12,11,3,32,0,0,8,8
1300000,35,100,12,13,15,31,1,0,11,NA
923000,50,107,16,9,8,33,1,0,9,8
1539000,40,112,12,15,15,32,1,0,NA,10
721000,40,105,12,11,9,30,1,0,12,10
815000,40,114,12,15,14,31,1,0,12,10
6.00E+05,80,116,12,20,2,38,1,0,8,NA
1100000,40,104,12,18,7,37,1,0,11,13
1058000,40,85,12,18,19,35,1,0,9,12
962000,40,93,12,15,1,30,1,0,9,12
433000,50,100,12,5,9,37,1,0,8,7
940000,40,71,11,9,2,29,1,0,NA,NA
1417000,38,88,16,9,10,32,0,0,12,12
1.00E+06,65,93,12,11,9,29,1,0,12,8
5.00E+05,40,98,13,14,5,32,1,0,12,8
8.00E+05,50,110,14,8,5,28,1,0,12,10
766000,40,109,12,17,18,35,1,0,NA,6
750000,43,94,14,12,10,33,1,0,11,12
550000,40,77,12,15,2,37,1,0,8,8
795000,52,89,11,16,4,34,1,0,NA,NA
723000,40,102,12,12,10,30,1,0,12,6
1039000,40,113,14,12,8,34,1,0,16,14
2.00E+05,55,103,10,11,15,32,1,0,12,5
4.00E+05,40,90,10,12,1,32,1,1,8,NA
575000,40,96,11,17,1,35,1,0,12,7
850000,40,97,11,16,5,37,1,0,12,6
508000,50,87,12,16,1,32,1,1,10,NA
1162000,45,89,12,11,4,37,1,0,15,NA
1199000,43,70,13,13,5,30,1,1,8,NA
1270000,40,104,16,8,4,31,1,0,16,17
350000,45,116,16,5,3,33,1,0,11,12
963000,40,85,14,9,9,28,1,1,7,NA
1463000,45,104,15,14,11,37,1,0,12,12
802000,40,99,12,13,12,29,1,1,9,12
642000,45,93,12,12,7,30,1,1,6,6
751000,40,114,13,9,2,28,1,0,12,10
488000,40,103,17,5,3,31,1,0,12,16
1400000,40,92,12,15,5,36,1,0,6,2
940000,45,98,18,10,7,31,1,0,8,12
866000,40,114,13,15,16,37,1,0,12,NA
675000,40,77,12,20,4,38,1,1,12,6
375000,40,89,14,9,3,30,1,1,13,NA
325000,40,93,14,10,1,33,1,1,16,NA
346000,40,110,12,16,17,38,1,0,12,5
1442000,40,132,17,8,1,33,1,0,8,12
560000,49,112,16,13,2,32,1,0,8,2
550000,56,99,12,17,11,36,1,0,12,12
950000,44,96,16,8,10,32,1,1,10,NA
684000,45,106,13,16,2,38,1,0,12,14
1322000,40,128,16,7,1,33,1,0,18,NA
1634000,40,95,12,18,3,38,1,0,NA,3
417000,40,80,12,8,0,30,0,0,8,7
472000,45,71,11,9,0,32,1,0,6,6
666000,50,89,12,16,1,34,1,1,9,NA
1679000,55,127,18,10,3,32,1,0,12,16
1039000,40,114,16,1,9,31,0,0,8,8
1250000,40,102,13,13,11,30,1,0,7,NA
760000,40,88,12,12,15,31,1,0,12,7
1154000,42,88,12,14,12,29,1,0,12,7
1602000,60,110,15,14,1,37,1,0,14,12
1442000,40,110,13,13,13,29,1,1,7,9
865000,40,130,16,5,3,30,1,0,8,12
705000,50,100,12,15,12,36,1,0,NA,NA
1.00E+06,40,101,12,16,1,35,1,0,12,NA
852000,44,89,10,13,9,32,1,0,9,NA
770000,40,80,12,16,14,35,1,0,12,12
1.00E+06,40,72,12,16,9,34,1,0,12,12
1329000,55,115,18,10,5,36,1,0,12,12
1682000,40,115,16,10,4,37,1,0,12,17
577000,55,108,16,4,0,31,1,1,8,8
685000,40,93,12,17,7,38,0,0,8,3
577000,40,111,16,8,8,29,0,1,18,18
1040000,40,101,12,19,9,38,1,1,11,12
1250000,40,92,16,10,11,32,0,0,12,10
6.00E+05,40,115,13,7,7,28,0,0,5,NA
480000,40,76,12,17,3,35,0,1,11,10
1.00E+06,40,93,11,11,0,29,1,0,12,12
988000,48,91,12,15,15,36,1,0,8,8
478000,45,90,10,19,10,34,1,0,9,9
440000,40,84,12,11,2,30,1,1,9,4
485000,40,120,12,11,1,30,1,1,NA,NA
705000,40,89,9,19,0,36,1,1,NA,NA
1550000,40,104,12,16,1,34,1,0,9,10
960000,40,107,12,11,9,29,1,1,6,9
1.00E+06,40,100,12,16,14,32,1,0,12,12
625000,40,129,18,4,5,36,1,0,15,15
1346000,40,112,16,14,14,35,1,0,12,16
961000,40,76,12,13,13,31,0,1,NA,8
479000,40,97,12,15,1,38,1,0,NA,NA
1201000,50,98,11,17,16,36,1,0,11,2
1346000,45,60,16,8,2,31,1,0,NA,NA
1122000,35,132,18,13,8,32,1,0,12,7
543000,45,90,14,5,7,38,1,1,6,NA
450000,40,63,11,12,4,31,1,1,7,NA
507000,55,110,14,10,4,32,1,0,13,16
547000,60,88,11,17,5,34,1,0,NA,NA
586000,56,98,11,18,16,35,1,0,NA,6
462000,55,61,12,6,4,29,1,1,8,3
705000,40,76,12,13,8,37,1,1,NA,NA
1566000,40,127,12,7,1,29,1,0,11,NA
1634000,40,94,13,18,18,36,1,0,8,8
1282000,45,97,16,4,1,32,1,0,16,16
556000,40,127,16,6,2,31,1,1,12,12
1200000,40,109,15,7,8,33,1,0,11,12
855000,45,89,12,6,6,31,1,0,3,3
1053000,40,90,12,18,7,37,1,0,11,11
1.00E+06,48,105,12,11,4,28,1,0,12,7
9.00E+05,55,100,12,18,5,34,0,0,8,NA
1602000,45,111,16,10,10,31,1,0,16,12
508000,50,125,17,9,2,31,1,0,16,13
1500000,60,124,16,6,6,29,1,0,12,10
1682000,50,107,14,15,9,32,1,0,12,12
750000,40,110,13,13,1,35,1,0,12,16
843000,40,102,14,8,7,29,1,0,16,16
409000,40,93,12,17,18,38,0,0,NA,NA
1004000,40,81,12,17,15,34,1,0,12,NA
650000,40,99,12,13,10,30,1,0,12,10
808000,40,93,12,17,9,37,1,1,NA,NA
2137000,45,102,13,8,2,30,1,0,12,12
761000,48,95,12,14,21,38,1,0,12,5
769000,40,98,16,8,3,35,0,0,11,8
345000,40,84,12,7,8,31,1,1,NA,NA
495000,40,88,12,6,10,31,1,0,NA,7
987000,38,109,16,9,3,31,1,0,4,NA
2500000,60,82,12,21,1,38,1,0,8,5
1098000,45,105,14,6,1,32,0,0,12,NA
1212000,40,95,12,6,16,38,1,0,12,8
577000,40,92,15,8,1,28,1,1,10,7
390000,59,74,15,10,3,30,1,1,7,6
1500000,40,123,16,9,12,32,1,0,12,14
583000,80,86,12,9,1,30,1,0,12,12
460000,40,92,11,16,1,36,1,0,NA,NA
945000,40,87,12,12,13,38,1,0,8,NA
1442000,60,117,16,9,3,31,1,0,12,10
1333000,45,112,16,14,8,38,1,0,12,4
1500000,37,119,15,8,5,33,0,0,12,18
1333000,45,103,16,7,1,34,1,0,NA,NA
7.00E+05,40,74,12,16,4,36,1,1,9,NA
973000,36,81,13,11,5,32,1,0,6,9
2162000,40,124,18,10,8,32,1,0,10,10
797000,41,89,12,10,7,36,1,0,7,8
4.00E+05,40,88,12,14,1,32,1,1,7,6
1015000,40,67,12,15,11,32,1,1,9,5
1744000,43,106,16,8,9,29,1,0,12,16
630000,40,103,15,14,2,32,1,0,11,5
445000,40,91,12,11,4,32,1,0,6,8
660000,42,101,16,12,9,31,1,0,12,12
779000,40,85,12,14,7,37,1,1,12,NA
377000,40,83,12,9,1,36,0,0,12,12
560000,44,70,12,16,11,35,1,1,8,NA
1122000,60,102,17,7,13,32,1,0,12,11
453000,50,94,12,9,2,30,1,0,7,7
1386000,40,97,10,17,9,37,1,0,12,8
1539000,40,115,17,7,9,31,1,0,12,16
1154000,40,117,16,11,12,35,1,0,17,18
962000,50,105,14,15,2,37,1,0,8,4
722000,55,113,16,8,1,38,0,0,8,NA
480000,40,83,12,9,3,37,1,0,10,11
808000,50,101,18,8,9,38,1,0,17,12
1442000,40,113,13,14,8,36,1,0,12,12
1091000,50,88,13,13,4,37,1,0,12,NA
350000,40,93,12,16,0,33,0,1,12,NA
5.00E+05,40,83,12,18,11,36,1,1,7,NA
1026000,45,113,16,9,13,30,1,0,16,14
577000,40,106,17,11,7,33,0,1,13,16
1333000,60,106,15,5,1,30,1,0,12,12
915000,55,114,12,17,9,37,1,0,10,NA
1105000,40,119,16,9,10,30,0,0,11,10
910000,40,82,14,5,5,30,1,1,9,3
1.00E+06,40,89,12,17,8,38,1,0,1,4
1160000,40,74,12,14,1,33,1,1,3,4
1001000,34,77,12,12,3,29,1,1,3,4
713000,40,75,12,5,12,36,1,1,NA,NA
929000,40,97,13,12,5,30,1,0,12,12
4.00E+05,50,68,12,4,9,31,1,1,6,2
1241000,40,83,13,9,10,33,1,0,12,12
1065000,40,97,12,21,10,36,1,0,12,NA
403000,45,98,12,5,3,30,1,0,12,12
940000,45,102,13,15,12,30,1,1,NA,NA
812000,40,81,10,17,13,34,1,1,8,3
7.00E+05,20,85,10,13,0,35,1,1,6,10
575000,40,86,10,12,6,33,1,1,NA,NA
450000,40,79,10,20,5,36,1,1,12,12
621000,43,84,12,14,10,31,1,0,8,6
441000,38,74,12,12,11,30,1,0,8,6
625000,40,92,16,6,9,33,1,1,NA,NA
726000,45,93,12,16,5,36,1,0,6,NA
5.00E+05,40,69,9,21,13,38,1,1,6,NA
1.00E+06,44,113,17,8,2,34,1,0,17,18
393000,48,92,12,15,16,38,1,0,8,7
6.00E+05,40,127,12,8,3,28,0,0,9,12
962000,50,109,12,21,12,37,1,0,6,NA
962000,40,97,12,15,4,34,1,0,10,8
865000,40,66,11,10,7,30,1,0,0,10
1154000,50,109,16,10,3,35,1,0,16,14
1386000,42,109,16,10,11,34,1,0,4,14
732000,40,104,12,10,7,36,1,0,NA,NA
865000,40,85,13,4,9,34,1,0,8,8
7.00E+05,40,81,12,13,13,31,1,0,8,4
975000,40,87,9,20,10,37,1,0,5,4
1300000,40,78,13,12,3,33,1,0,12,12
9.00E+05,40,54,14,12,3,31,1,0,12,12
829000,40,98,12,15,15,36,1,0,8,8
1.00E+06,40,98,12,17,13,36,1,0,12,NA
827000,40,105,16,7,8,30,1,0,16,12
5.00E+05,44,87,13,5,2,31,1,0,12,NA
1155000,40,117,13,9,1,28,1,0,12,12
950000,55,85,15,8,3,29,0,0,12,12
7.00E+05,40,82,13,10,4,30,1,0,8,NA
1710000,45,114,18,7,6,32,1,0,12,NA
533000,30,65,12,5,1,32,0,1,11,12
2004000,48,105,18,10,0,34,1,0,12,12
890000,60,92,14,9,8,32,1,0,7,7
3078000,30,107,13,11,4,29,1,0,12,12
1539000,40,111,17,10,13,37,1,0,12,16
508000,40,73,12,1,1,31,1,1,NA,NA
1354000,40,119,17,13,9,35,0,0,16,16
1143000,35,97,12,21,8,38,1,0,12,12
962000,40,110,12,16,8,33,1,0,10,10
1250000,44,96,12,19,20,38,1,0,12,12
990000,40,67,12,16,3,34,1,1,8,8
905000,40,102,12,17,4,37,1,0,12,12
926000,55,64,12,18,0,38,1,0,0,2
1559000,40,103,12,17,10,34,1,0,8,8
1312000,40,118,10,14,4,32,1,0,12,8
923000,40,118,14,8,16,35,1,1,7,NA
879000,40,118,18,1,9,31,1,0,13,13
8.00E+05,25,75,13,14,1,38,1,0,12,10
1049000,50,112,14,6,10,32,1,0,12,10
550000,40,95,12,4,1,30,0,0,12,10
1190000,40,119,17,4,2,34,1,0,12,14
583000,48,94,14,10,6,37,1,0,12,12
1200000,40,103,14,5,2,30,1,0,6,7
797000,55,90,16,11,5,33,1,0,14,17
1371000,40,128,18,8,13,36,1,0,16,12
360000,55,110,13,11,1,38,0,1,12,8
1270000,40,84,12,11,12,30,1,0,12,12
1832000,40,97,12,16,1,36,1,0,8,12
909000,40,102,12,14,5,33,1,0,12,7
1746000,40,131,18,9,10,33,1,0,12,12
520000,40,126,16,8,1,30,1,0,12,12
808000,40,107,16,6,7,29,1,0,12,12
2137000,45,108,16,11,2,36,1,0,12,NA
692000,50,92,15,9,3,38,1,1,8,8
931000,80,108,16,4,1,36,1,0,12,12
812000,45,115,16,11,3,34,1,0,12,8
866000,40,111,14,16,14,35,1,0,12,12
1442000,40,115,12,14,9,36,1,0,12,12
5.00E+05,40,101,14,12,0,32,1,0,11,6
1384000,50,114,18,12,2,37,1,0,12,13
528000,55,116,18,5,9,30,1,0,12,12
881000,40,90,12,4,14,36,1,0,12,NA
1026000,45,125,12,11,11,28,1,0,14,17
1212000,40,98,12,11,12,28,0,0,12,10
1620000,38,111,15,8,5,29,1,0,10,NA
1843000,48,109,16,11,2,32,1,0,12,NA
1602000,60,124,16,12,2,37,1,0,12,12
1.00E+06,40,121,13,6,1,33,1,0,8,14
737000,48,103,12,7,4,30,1,0,10,NA
1699000,40,96,12,10,1,29,0,0,12,12
1699000,40,100,12,11,9,33,1,0,12,8
1025000,48,104,14,6,5,32,1,0,NA,12
1107000,40,112,12,12,5,38,1,0,11,12
625000,40,73,11,1,1,31,1,0,12,12
720000,50,101,13,1,7,29,1,0,11,11
855000,40,99,12,19,10,36,1,0,12,12
1250000,40,95,12,12,2,32,1,0,12,12
1130000,40,109,18,4,13,38,1,0,18,15
9.00E+05,40,110,12,6,1,28,0,0,13,13
1924000,50,98,17,6,7,38,1,0,4,NA
962000,40,112,15,8,2,37,1,0,12,16
1874000,48,64,11,22,3,38,1,1,NA,NA
1573000,55,90,12,5,3,30,1,0,11,8
940000,45,102,14,11,7,36,1,0,12,10
9.00E+05,40,119,16,8,9,30,1,0,12,12
882000,44,96,12,15,13,31,1,0,8,10
1710000,45,118,18,12,12,38,1,0,12,12
1260000,45,79,12,19,15,37,1,0,9,8
751000,40,96,12,9,7,38,1,0,10,8
1097000,50,80,11,12,12,28,1,0,12,11
1001000,48,137,13,11,11,33,1,0,12,NA
1154000,40,116,15,11,12,34,0,0,12,9
1.00E+06,43,69,12,15,16,35,1,0,12,8
1250000,40,78,12,16,3,33,1,0,6,2
857000,65,99,12,18,3,38,1,0,8,8
1211000,27,92,12,13,3,31,1,0,16,12
937000,32,113,16,12,7,29,1,0,16,12
904000,50,98,13,7,1,33,1,0,12,NA
872000,45,115,15,7,4,29,1,0,12,18
1200000,40,96,9,18,0,34,1,0,NA,8
1261000,40,117,17,1,9,35,1,0,6,8
950000,40,96,12,14,2,35,1,0,8,2
115000,50,108,12,9,3,29,1,0,10,11
673000,40,92,17,6,4,31,1,0,16,12
1084000,45,95,15,17,10,37,1,0,16,16
1058000,40,94,14,13,14,34,1,0,15,9
8.00E+05,40,115,12,20,12,38,1,0,7,8
369000,40,117,18,11,1,31,0,0,NA,NA
1924000,40,105,16,14,13,36,1,0,12,NA
855000,40,109,12,17,15,36,1,0,7,6
864000,40,87,12,15,6,31,1,0,12,12
1092000,44,110,16,15,13,36,1,0,13,13
1025000,40,110,16,9,4,30,1,0,10,12
850000,35,109,12,11,2,31,1,0,17,NA
673000,40,85,12,17,10,35,1,0,12,12
8.00E+05,40,105,14,12,12,37,1,0,10,12
1049000,44,122,16,7,3,33,1,0,10,12
884000,40,108,17,9,11,35,1,0,14,9
8.00E+05,40,122,16,10,2,31,0,0,12,8
1200000,40,79,17,9,9,32,1,0,8,8
664000,40,105,12,8,10,29,1,0,12,12
1111000,45,90,12,18,18,37,1,0,NA,NA
850000,43,111,16,8,8,34,1,0,NA,NA
1.00E+06,40,110,12,6,12,37,1,0,8,12
875000,40,92,12,8,4,29,0,0,14,14
1202000,40,131,16,10,2,33,1,0,12,12
666000,40,104,12,10,2,29,1,0,12,12
923000,40,110,16,15,11,37,1,0,12,7
788000,40,99,12,10,10,28,1,0,10,3
950000,40,86,10,23,5,38,1,0,NA,6
1442000,40,105,12,9,16,37,1,0,NA,NA
866000,40,85,12,11,12,30,1,1,6,0
625000,40,72,9,17,5,34,1,0,4,NA
680000,40,86,12,13,9,32,0,0,6,7
693000,40,68,12,11,19,35,1,0,12,8
875000,36,95,12,16,2,38,0,1,6,NA
2308000,40,116,17,8,2,38,1,0,12,13
1196000,45,96,14,10,4,32,1,0,10,6
7.00E+05,38,85,12,13,8,32,1,1,2,8
721000,40,100,12,8,8,29,1,0,12,4
1500000,40,101,13,13,2,32,1,0,12,8
1050000,50,97,15,4,9,31,1,1,16,9
801000,48,100,14,6,10,29,1,1,NA,NA
640000,23,96,12,7,3,31,0,1,NA,NA
1198000,32,117,16,7,9,30,1,0,12,12
390000,55,93,12,4,2,32,1,0,16,13
889000,36,116,12,12,11,28,1,0,9,12
1076000,38,106,12,19,20,36,1,0,12,9
1127000,40,98,12,17,12,36,1,0,14,12
750000,50,103,15,1,1,37,1,0,12,9
855000,40,118,14,6,14,33,1,0,NA,12
525000,40,100,13,5,1,31,1,0,10,12
1104000,54,96,12,11,4,29,1,0,10,12
553000,40,67,12,11,10,30,1,1,8,9
8.00E+05,43,96,12,10,1,29,1,0,10,10
1384000,50,104,13,8,7,31,1,0,13,14
425000,30,106,17,8,0,36,0,0,14,12
510000,54,62,11,13,4,33,0,1,2,10
370000,32,73,12,13,2,31,1,1,3,4
596000,40,62,12,16,14,33,1,1,2,8
402000,40,76,12,9,4,28,1,1,NA,10
418000,40,76,12,12,2,31,1,1,9,10
1133000,40,106,16,13,10,36,1,0,12,NA
681000,40,94,12,18,15,35,0,0,9,10
950000,40,81,11,16,5,35,1,0,10,6
6.00E+05,40,87,10,20,7,36,1,0,5,6
661000,40,96,13,8,6,29,0,0,NA,5
925000,40,75,12,12,9,30,1,0,6,NA
550000,40,95,12,14,13,31,1,0,5,5
606000,40,86,11,13,11,30,1,0,3,7
425000,40,86,10,7,1,30,1,0,3,7
340000,50,104,14,4,1,31,1,0,8,18
692000,50,95,12,16,9,34,1,0,7,5
575000,40,116,12,11,9,29,1,0,8,12
571000,40,66,9,15,10,33,1,0,8,6
817000,40,101,16,11,9,32,1,0,0,5
987000,40,96,12,11,5,29,1,0,12,12
616000,55,104,12,16,18,35,1,0,9,NA
1026000,60,105,16,12,1,35,1,0,14,10
808000,40,106,12,4,3,29,1,0,8,7
808000,50,101,17,8,0,30,1,0,15,15
788000,40,96,12,13,5,36,1,0,12,12
850000,40,105,12,6,2,33,1,0,12,9
9.00E+05,38,106,12,10,19,38,1,0,3,2
1418000,45,102,12,19,20,36,1,0,8,8
260000,40,75,12,21,0,37,1,1,NA,NA
662000,45,99,14,7,2,28,1,1,5,5
562000,55,90,13,4,1,38,1,0,12,11
562000,80,104,12,11,5,28,1,0,12,12
357000,70,115,13,5,2,30,1,0,NA,NA
1009000,40,118,16,11,12,32,1,0,12,10
1442000,40,108,12,17,17,36,1,0,9,12
651000,40,76,11,11,2,29,1,1,10,11
750000,40,50,12,14,5,32,1,1,3,NA
754000,40,55,12,13,14,33,1,1,10,NA
7.00E+05,40,73,12,17,9,38,1,1,NA,NA
503000,40,84,11,11,2,30,0,1,9,9
937000,40,104,12,14,15,32,1,0,12,9
624000,40,92,10,18,10,36,1,0,10,6
750000,40,83,12,4,10,32,1,1,10,6
9.00E+05,40,98,14,1,8,30,1,1,10,6
540000,40,70,10,12,10,29,1,1,10,7
642000,35,87,13,9,3,30,1,0,4,10
4.00E+05,50,96,15,6,10,28,0,0,12,NA
9.00E+05,40,80,10,15,14,38,1,0,12,10
513000,40,104,16,8,10,33,1,0,12,10
894000,40,104,18,7,10,35,1,0,9,8
1282000,60,96,18,7,5,32,1,0,12,18
485000,40,89,12,10,9,30,0,0,12,18
325000,55,113,12,11,5,29,1,0,10,13
769000,45,105,12,16,5,33,1,0,7,7
618000,40,84,14,6,8,31,0,0,7,4
1040000,48,108,12,16,17,35,1,0,7,3
751000,40,104,12,15,4,34,1,0,8,3
380000,50,106,12,15,11,30,1,0,7,7
3.00E+05,24,83,12,16,3,37,1,1,3,NA
753000,46,70,10,21,7,38,1,0,12,7
1065000,65,104,16,10,11,34,1,0,11,12
1070000,40,91,12,13,1,30,1,0,14,12
1573000,55,112,18,7,8,34,1,0,14,18
650000,40,97,10,14,9,30,1,0,12,9
7.00E+05,45,99,12,15,7,32,1,0,10,10
494000,40,74,12,16,4,34,1,1,NA,NA
890000,48,100,12,4,8,31,1,0,NA,NA
520000,40,86,10,15,12,31,1,0,6,NA
891000,40,90,12,16,16,32,1,0,12,9
570000,50,101,12,11,12,30,1,0,12,NA
1444000,40,109,15,11,1,29,1,0,11,9
481000,48,98,12,14,2,31,0,1,NA,NA
5.00E+05,44,107,12,21,12,38,1,0,12,7
1473000,40,110,16,15,15,36,1,0,12,14
803000,40,120,13,4,1,28,1,0,10,12
962000,50,97,16,7,2,30,1,0,12,12
1.00E+06,44,103,12,9,5,29,1,0,11,NA
6.00E+05,40,114,16,5,4,30,1,0,12,12
450000,40,95,11,12,2,30,1,0,8,8
629000,60,93,12,6,1,30,1,1,10,6
492000,60,67,12,15,2,34,1,1,8,NA
1562000,40,97,17,7,2,32,1,0,12,13
357000,70,97,14,6,3,28,1,0,13,16
960000,40,83,13,14,13,32,1,0,10,NA
566000,45,104,16,5,2,32,1,0,12,12
481000,40,82,12,9,2,32,1,0,12,8
1442000,40,113,16,8,10,35,1,0,8,8
645000,45,93,12,11,3,35,1,0,7,8
788000,40,100,11,15,6,32,1,1,9,NA
644000,42,101,12,11,5,33,1,0,12,NA
477000,45,100,12,9,3,31,1,0,7,7
664000,60,82,16,10,9,34,1,1,16,16
520000,40,79,16,6,1,30,1,1,11,NA
1202000,40,102,13,10,3,31,1,0,8,6
538000,45,77,12,12,10,28,1,1,7,NA
873000,44,109,12,12,12,28,1,0,NA,11
1.00E+06,40,107,12,17,18,35,1,0,NA,NA
