home_ownership,income,dti,fico,loan_status
0,65,14.75,725,1
0,61,14.75,685,1
1,38.4,14.75,665,1
0,95,14.74,680,1
0,110,14.72,715,0
1,61,14.72,695,1
1,162,14.71,665,1
1,90,14.71,660,1
1,84,14.7,665,1
0,48,14.7,675,1
0,34.611,14.7,685,1
1,72,14.68,725,1
1,48,14.65,665,0
1,26.886,14.64,660,0
0,31,14.63,675,0
0,65,14.62,705,1
0,47,14.62,735,1
1,85,14.61,740,1
0,23,14.61,670,1
1,47.5,14.6,660,1
0,28,14.57,745,0
1,90,14.56,665,0
0,52,14.56,675,1
0,50,14.56,700,1
1,79.164,14.54,735,0
1,31.2,14.54,675,0
1,105,14.53,695,1
0,20,14.53,660,1
1,180,14.52,670,1
1,165,14.52,725,1
0,95,14.51,720,1
1,90,14.51,665,0
0,52.3,14.46,675,0
0,50,14.45,665,1
0,49,14.45,675,1
0,92,14.43,665,1
1,50,14.43,660,1
0,115,14.42,670,1
1,83,14.42,715,1
1,55.56,14.41,710,1
0,23,14.41,670,0
1,140,14.38,710,1
1,56,14.38,670,1
1,65,14.33,680,1
0,85,14.32,670,1
1,46,14.27,660,0
1,200,14.26,735,1
1,32,14.25,685,1
1,95,14.22,680,1
1,49.2,14.22,695,1
1,40,14.22,785,1
1,55,14.2,660,0
0,75,14.19,670,1
1,50,14.19,665,1
1,30,14.16,680,1
0,110,14.15,775,1
1,125,14.13,695,1
1,106,14.13,715,1
1,180,14.12,715,1
0,88,14.12,665,1
0,85,14.12,675,0
1,82,14.12,675,1
0,52,14.12,670,1
1,70,14.08,725,1
0,22.92,14.08,675,0
1,108,14.07,700,0
1,87,14.07,680,0
1,58.1776,14.07,670,1
1,82,14.05,705,1
1,80,14.04,685,1
0,72,14.02,675,0
0,32,14,685,0
1,140,13.98,670,1
1,30.1,13.96,705,1
1,72.9,13.94,715,0
1,50,13.94,800,1
1,41,13.93,670,0
1,67.2,13.91,680,1
0,58,13.9,670,0
1,55,13.9,660,1
0,40,13.9,665,0
0,66,13.89,730,1
0,51.6,13.89,670,0
1,74,13.88,660,1
1,125,13.87,685,1
1,107,13.86,705,1
0,100.8,13.85,670,1
1,50,13.85,725,1
0,62,13.82,670,0
1,60,13.82,710,1
0,47.9,13.78,660,1
1,97,13.76,715,1
1,66,13.76,665,1
0,100,13.75,665,1
1,72,13.75,695,1
1,135.51306,13.74,680,1
0,32,13.73,700,1
0,25,13.73,670,0
1,139,13.72,670,0
1,54,13.71,705,0
1,50,13.71,720,1
0,50,13.71,695,1
0,65,13.7,725,1
1,160,13.69,660,1
0,85.7,13.69,670,1
0,134,13.68,665,1
0,50,13.66,680,1
1,48,13.65,675,0
1,45,13.64,685,1
1,40,13.64,680,1
1,30,13.64,720,0
1,175,13.63,720,0
1,92,13.63,690,1
0,84.329,13.63,660,1
1,31,13.63,745,0
0,60,13.62,710,0
0,46,13.62,665,1
1,97,13.61,700,0
1,46,13.61,720,1
1,70,13.6,670,1
1,60,13.6,670,0
1,86,13.59,745,1
0,80,13.58,705,0
1,104,13.57,730,0
0,66,13.56,665,1
1,30,13.56,680,1
1,75,13.55,680,1
1,48.7,13.55,785,0
1,150,13.54,680,1
1,120,13.54,705,0
1,55,13.53,695,0
1,74,13.51,660,0
0,55,13.51,695,1
0,52,13.51,710,0
0,150,13.5,660,1
1,60,13.5,750,1
0,60,13.5,675,1
0,92,13.48,700,1
0,70,13.47,760,1
1,44,13.46,755,1
0,38,13.46,715,1
1,250,13.45,725,1
1,115,13.45,660,1
0,60,13.44,660,0
1,45,13.44,720,0
1,84,13.43,710,0
1,67,13.42,665,1
1,48,13.4,675,1
1,187.2,13.39,725,1
0,25,13.39,660,0
1,92,13.38,685,0
0,25,13.35,660,0
1,71,13.34,660,0
1,60,13.33,670,1
1,53,13.32,700,1
0,34,13.31,680,0
1,76,13.28,710,0
0,51,13.27,690,1
1,130,13.25,720,1
1,90,13.25,680,1
0,50,13.25,665,0
1,115,13.23,775,1
0,80,13.22,720,0
0,64,13.22,670,1
0,45.76,13.22,705,1
1,103,13.19,660,1
0,60,13.16,660,1
1,106,13.15,685,1
1,135,13.14,705,1
1,35,13.14,695,0
1,50,13.13,720,1
1,59,13.1,675,0
0,78,13.08,675,0
0,31.2,13.08,670,1
1,120,13.06,700,1
1,60,13.06,665,0
1,80,13.05,790,1
0,24,13.05,680,1
0,56,13.03,730,1
1,50,13.03,740,1
0,50,13.03,665,1
0,85.987,13,660,0
0,102,12.99,730,0
1,125,12.98,665,0
1,90,12.96,665,1
1,65,12.95,725,1
1,70,12.94,725,1
1,200,12.91,700,0
0,50,12.91,675,1
1,80,12.9,680,0
1,62,12.89,710,1
1,110,12.87,690,1
1,85,12.86,675,1
1,125,12.85,695,1
1,40.432,12.85,695,1
0,140,12.83,735,1
0,190,12.82,700,1
0,61,12.75,665,1
0,65,12.7,685,1
1,55,12.7,670,1
1,103,12.69,695,1
1,174,12.67,705,1
1,130,12.67,675,0
0,90,12.67,730,1
0,23.04,12.66,710,0
1,66,12.64,690,0
0,114,12.61,700,1
0,175,12.6,670,0
1,70,12.6,675,1
1,50,12.58,680,1
0,42,12.57,680,0
0,34,12.57,670,1
0,120,12.54,665,1
1,100,12.54,755,1
0,95,12.54,705,1
0,120,12.52,700,1
1,130,12.51,685,1
0,26,12.51,705,1
1,108,12.48,680,1
0,40,12.48,680,0
0,45,12.47,720,1
1,28.212,12.46,700,0
0,88,12.45,665,1
0,75,12.45,680,1
1,30,12.44,780,1
0,87,12.42,720,0
1,110,12.39,715,1
0,70,12.39,755,1
0,48,12.38,675,0
1,97,12.37,700,0
1,93,12.37,700,1
0,130,12.36,705,1
0,23,12.32,665,1
0,156,12.29,670,0
1,75,12.29,705,0
0,40,12.29,735,0
0,48.5,12.27,675,1
0,45,12.24,730,1
0,39.928,12.23,660,1
0,31,12.23,675,1
1,95,12.2,685,0
1,143,12.19,765,1
1,111,12.19,695,1
1,25.64,12.17,665,0
1,69,12.15,690,1
0,50,12.15,710,0
1,43,12.14,665,0
1,125,12.11,695,1
1,100,12.1,715,0
1,47,12.1,660,0
1,130,12.09,680,0
1,65,12.09,685,1
0,65,12.08,705,0
1,60,12.02,700,0
0,62.24,12,710,0
1,110,11.99,715,1
1,82,11.97,695,0
0,70,11.97,675,1
0,40,11.97,680,1
1,48.9,11.95,685,1
1,48,11.95,715,1
1,112,11.93,685,1
1,55,11.91,660,1
1,61,11.89,700,1
1,52,11.89,665,1
1,49,11.89,665,1
1,68,11.86,680,1
1,70,11.85,690,1
0,54,11.85,690,0
1,35,11.84,685,1
1,177,11.83,680,1
0,20,11.82,660,0
0,155,11.8,685,1
0,48,11.8,715,0
0,40,11.79,665,1
0,92,11.78,695,1
0,55,11.78,680,0
1,58,11.77,670,0
1,140,11.75,695,1
0,50,11.72,665,1
1,104,11.69,670,1
1,91,11.67,720,1
1,64.8,11.67,720,1
0,175,11.66,680,1
0,90,11.63,670,0
1,64.4,11.58,670,1
1,91,11.57,660,1
0,75,11.57,695,0
1,240,11.55,705,1
0,210,11.55,690,1
1,145,11.55,675,1
0,88,11.55,675,1
1,70,11.54,685,1
1,90,11.53,715,1
1,45,11.52,810,1
0,30,11.52,660,0
1,70,11.49,690,1
1,135,11.48,685,1
1,110,11.44,720,1
1,70,11.43,775,1
0,100,11.4,660,1
1,150,11.39,720,1
1,100,11.39,705,1
1,45,11.36,665,0
0,84,11.34,680,0
1,40,11.31,700,0
1,33,11.31,705,1
1,150,11.3,685,1
1,96,11.3,690,1
1,120,11.28,725,0
0,49,11.27,750,1
0,42,11.26,665,0
1,66,11.24,720,1
0,55,11.24,675,1
1,90,11.23,740,1
0,77,11.19,660,0
1,83,11.16,705,0
1,65,11.15,675,1
1,43,11.13,745,1
0,41.004,11.12,675,0
0,75,11.11,695,1
0,67,11.08,670,0
0,150,11.06,670,0
0,97.8,11.06,690,1
1,70,11.06,725,1
0,47.463,11.05,670,0
0,29,11.05,690,1
0,90,11.04,680,1
0,60,11.03,680,0
1,150,11.02,730,1
0,100,11.02,725,1
0,82,11.02,710,1
0,200,10.99,755,1
1,25,10.95,685,0
1,200,10.94,775,1
1,120,10.94,685,1
1,60,10.9,660,0
1,125,10.87,685,1
0,250,10.86,680,1
0,60,10.86,675,1
1,77,10.85,750,1
0,46.56,10.85,700,0
1,140,10.84,705,1
1,155,10.81,710,1
1,75,10.8,660,0
0,43.6,10.8,740,0
0,38,10.8,690,1
0,90,10.79,670,0
1,117,10.78,670,1
1,218,10.76,700,0
1,150,10.76,730,1
1,65,10.73,680,1
1,50,10.73,670,1
0,70,10.71,705,1
1,100.1,10.69,680,1
0,56,10.67,685,1
0,150,10.66,690,1
0,100,10.66,690,1
1,52,10.66,690,0
0,80,10.64,730,1
0,60,10.64,675,1
1,65,10.62,705,0
0,21.5,10.61,665,0
1,92,10.59,745,1
0,78,10.58,705,1
1,32,10.58,685,0
0,20,10.56,705,1
1,48,10.55,730,0
1,28,10.54,755,1
0,110,10.48,660,1
1,240.72,10.47,720,0
1,160,10.47,710,1
0,85,10.47,680,1
0,65,10.47,670,0
0,90,10.43,695,1
0,36,10.43,660,1
1,122,10.42,670,1
1,126.267,10.41,665,1
0,50.688,10.41,660,1
0,144,10.4,680,0
1,50,10.39,780,1
0,51,10.38,665,0
0,94.75,10.37,685,1
1,65,10.36,680,1
1,60,10.36,705,1
1,85,10.35,665,1
0,20,10.35,660,1
1,104,10.34,775,1
0,50,10.32,680,1
0,195,10.3,690,0
1,91,10.3,660,0
1,110,10.29,665,1
1,90,10.28,790,1
0,82.5,10.25,660,1
0,225,10.24,675,1
0,200,10.24,680,1
0,71,10.24,695,0
0,32,10.24,675,0
1,120,10.23,660,1
1,30,10.2,670,0
1,110,10.19,680,1
0,69.6,10.17,680,1
0,63,10.17,685,0
1,100,10.11,680,0
1,90,10.11,680,1
0,40,10.11,705,1
1,80,10.08,680,1
1,38,10.08,705,1
1,115,10.07,675,0
0,45,10.05,680,1
1,162.048,10.03,675,0
0,131.723,10,690,1
0,73.8,10,660,1
1,60,9.98,665,1
0,30,9.96,660,1
1,68,9.95,700,1
1,130,9.94,715,0
1,80,9.92,660,1
0,60,9.92,665,0
1,115,9.9,715,1
1,82,9.87,705,1
1,60,9.87,690,0
0,48.5,9.87,670,1
0,120,9.85,665,1
1,95,9.84,730,1
0,40,9.84,665,1
0,54,9.8,665,1
0,60,9.76,680,1
1,78,9.72,705,1
1,60,9.72,680,0
0,50,9.72,725,0
0,23,9.71,680,1
1,150,9.66,690,1
1,90,9.65,675,0
1,75,9.63,695,1
1,109,9.59,675,1
0,100,9.59,670,1
0,85,9.54,685,0
1,75,9.54,675,0
1,125,9.52,715,1
0,155,9.5,710,1
0,85,9.49,665,1
0,40,9.48,725,0
1,52,9.46,665,0
1,43,9.46,660,0
1,160,9.45,675,1
1,110,9.45,675,1
1,83.2,9.45,730,0
0,85,9.43,765,1
1,95,9.39,700,1
0,65,9.38,700,0
1,40,9.38,670,0
0,250,9.37,670,1
0,90,9.36,680,1
1,190,9.35,720,1
1,85,9.35,690,1
0,62.1,9.35,665,1
1,70.4,9.33,725,1
0,40,9.33,690,1
0,32.1408,9.3,715,0
0,30,9.28,730,0
1,40,9.27,660,1
0,80,9.26,695,1
1,32,9.26,660,0
1,60,9.24,680,1
0,60,9.24,695,1
1,57,9.24,685,1
1,150,9.23,665,1
1,220,9.22,745,1
1,135,9.22,665,0
0,60,9.22,720,1
0,85,9.21,685,1
0,195,9.18,675,1
1,41,9.17,700,0
0,45,9.12,670,1
0,30,9.12,705,1
0,25,9.12,660,1
1,220,9.09,725,1
1,88,9.07,705,1
1,120,9.05,690,1
0,60,9.02,680,1
1,31.717,9,745,1
1,26,8.96,660,0
0,36,8.93,675,0
0,45,8.92,695,0
0,90,8.91,725,1
0,39,8.86,675,1
1,170,8.85,735,1
0,160,8.84,695,0
0,175,8.83,680,0
1,140,8.8,660,0
1,131,8.77,695,1
0,80,8.76,670,1
0,85,8.75,735,1
1,120,8.74,690,1
0,100,8.74,700,1
1,130,8.72,700,1
1,125,8.7,705,1
1,90,8.69,735,0
0,250,8.68,660,0
1,120,8.67,705,1
1,42.082,8.67,740,0
1,105,8.66,685,1
0,100,8.66,735,1
0,128,8.65,680,1
1,84,8.64,720,1
1,50,8.6,795,1
0,60,8.58,680,1
1,101,8.56,660,1
0,41,8.52,680,0
1,81.117,8.51,670,0
0,75,8.44,660,1
1,62.08307,8.43,690,0
1,49,8.4,670,1
0,125,8.38,665,0
0,45,8.37,670,1
0,85,8.34,670,1
1,72,8.33,695,1
1,95,8.29,810,1
1,182,8.27,685,1
0,80,8.24,705,1
1,45.7,8.22,665,1
0,60,8.2,665,0
0,95,8.19,750,1
1,89,8.12,675,0
0,120,8.1,660,1
1,70,8.06,660,1
1,21,8.06,710,0
1,105,8.05,680,1
0,63.544,8.03,665,1
1,160,8.01,720,1
1,125,8.01,715,1
1,60,7.98,705,1
1,86,7.97,750,1
1,60,7.9,680,1
1,46.176,7.9,675,0
0,86.8,7.88,725,1
1,144,7.81,675,1
1,48,7.79,660,0
1,100,7.75,725,1
1,102,7.74,695,1
1,38,7.71,675,1
0,30,7.68,675,1
0,225,7.66,660,1
0,53,7.65,700,0
1,200,7.64,700,0
1,96,7.63,720,1
1,194,7.58,660,1
1,70,7.56,700,1
1,30,7.56,665,1
1,20,7.56,660,0
1,50,7.54,665,1
0,32,7.54,665,1
0,80,7.52,670,1
1,180,7.47,765,1
1,48,7.45,660,0
0,54,7.42,705,1
1,23,7.41,680,1
0,74,7.4,725,1
1,55,7.4,735,1
1,52,7.36,685,1
0,45,7.36,690,0
0,98,7.33,665,1
1,65,7.33,675,0
0,106,7.26,670,0
0,100,7.26,665,1
1,21,7.26,660,1
0,100,7.25,660,1
1,72,7.22,700,0
0,58,7.22,660,0
0,52,7.2,705,1
0,40,7.2,690,1
0,195,7.11,680,1
1,250,7.1,675,0
1,94,7.09,690,1
0,125,7.05,695,1
1,48,7.05,685,1
1,150,7.03,715,1
0,118,7.03,665,0
1,179.5,7.02,740,1
1,91.8,6.98,695,1
1,38,6.92,700,0
0,28.263,6.92,670,0
1,108,6.91,660,1
1,90,6.89,660,1
0,90,6.88,735,0
0,140,6.87,680,0
0,47,6.87,695,0
1,165,6.86,725,1
0,28.8,6.85,760,1
0,53,6.84,660,1
1,55.46,6.82,695,0
0,20,6.78,685,1
1,250,6.77,735,1
1,120,6.76,675,0
1,80,6.72,660,1
1,85,6.71,675,1
1,51,6.71,660,0
0,91,6.7,660,0
1,60,6.7,660,1
1,38,6.7,675,1
0,150,6.66,705,1
1,45,6.64,670,1
1,105,6.63,660,1
1,60,6.61,660,0
1,114,6.57,695,1
0,135,6.56,690,1
0,80,6.47,685,1
0,150,6.46,665,1
0,102,6.44,665,1
0,96,6.44,695,1
1,71.8,6.38,660,0
0,28.8,6.38,705,0
1,140,6.3,755,1
1,110,6.27,710,0
1,60,6.26,755,1
0,41.6,6.26,715,1
1,39,6.25,715,1
0,65,6.21,680,1
0,45,6.21,675,1
1,130.4,6.15,665,1
1,89,6.14,730,0
1,67,6.05,660,1
0,39.5,6.05,670,1
0,65,6.04,660,1
1,26.94937,6.01,710,0
1,93,6,775,1
0,35,6,685,1
1,60.78,5.96,780,0
1,66.6,5.95,735,1
1,170,5.94,710,0
1,125,5.94,665,1
1,55,5.93,680,1
0,31.241,5.92,670,1
1,40,5.91,750,1
0,70,5.9,680,1
1,130,5.88,665,1
0,220,5.83,755,1
1,65,5.83,685,1
1,26,5.82,745,1
1,100,5.8,660,1
1,100,5.76,690,1
1,98,5.76,660,1
0,62,5.75,710,0
1,54.72,5.66,665,0
0,48,5.65,660,1
1,130,5.58,695,1
1,80,5.57,740,1
1,225,5.56,715,1
1,83,5.52,660,0
0,50,5.52,705,1
0,40,5.46,680,1
0,96,5.43,700,1
1,131,5.42,680,1
0,62,5.4,675,1
1,88,5.32,660,1
1,65,5.28,715,1
0,45,5.24,700,0
1,50,5.23,675,1
1,130,5.22,730,1
1,85,5.21,695,0
0,35,5.21,670,1
1,105,5.18,680,0
1,115,5.15,710,1
1,180,5.09,660,1
0,48,4.85,670,0
1,35,4.84,710,0
1,109,4.83,690,0
0,45,4.8,665,1
1,40,4.8,705,1
1,80,4.76,690,1
0,140,4.74,660,1
1,75,4.72,715,1
1,58,4.7,765,1
0,85,4.69,670,1
0,56,4.65,680,1
0,75,4.62,700,0
1,145,4.61,670,1
1,75,4.59,715,1
1,110,4.55,680,1
0,210,4.53,720,1
1,158.7,4.53,805,1
0,55,4.53,685,0
0,42,4.51,675,1
0,120,4.5,690,0
1,90,4.49,660,1
1,38,4.49,695,1
1,150,4.48,670,1
1,75,4.43,720,1
0,60,4.43,685,1
0,36,4.4,660,1
0,120,4.38,800,0
1,100,4.37,755,0
1,35,4.36,660,1
1,250,4.34,705,0
0,150,4.33,690,1
0,55.64,4.31,660,1
0,31.2,4.18,730,1
1,150,4.16,665,1
0,88,4.14,675,1
0,45,4.11,685,0
0,35,4.1,710,1
0,78,4.09,665,1
1,55,4.08,665,0
0,80,4.01,665,1
1,150,3.84,670,1
1,35,3.84,700,0
1,50,3.82,715,1
0,31.47121,3.81,665,0
0,42,3.77,670,0
1,70,3.72,670,0
1,50,3.7,695,0
1,54,3.69,660,0
1,78,3.63,715,0
0,70,3.63,660,1
1,92,3.59,675,0
1,55,3.56,755,1
0,96.765,3.52,820,1
0,75,3.52,715,0
1,90.25,3.51,665,1
1,52,3.51,675,1
1,35,3.5,715,1
0,119.4,3.45,675,0
0,45,3.44,675,1
1,120,3.37,845,1
1,100,3.37,720,0
1,150,3.3,675,1
1,46.5,3.23,660,1
1,186,3.18,680,1
0,45,3.17,685,1
1,65,3.08,665,0
1,45,3.04,690,1
0,30,3.04,710,1
0,45,2.99,675,1
1,150,2.95,710,1
0,180,2.93,660,1
0,70,2.88,685,1
1,43,2.85,715,1
0,110,2.82,665,0
0,61.373,2.74,660,1
0,95,2.73,695,0
1,54,2.69,700,0
0,94,2.68,690,1
0,60,2.66,660,1
0,23,2.61,740,1
0,138,2.59,660,1
1,148,2.56,675,1
1,81,2.52,730,1
1,80,2.46,680,1
0,86,2.44,660,1
0,42,2.4,715,0
1,59.1,2.23,670,0
1,99.6,2.22,805,1
1,150,2.2,665,1
0,50,2.19,710,0
1,180,2.16,725,0
1,98,2.12,680,1
1,118,2.08,745,1
1,30,2.08,845,1
0,150,2.07,755,0
1,40,2.04,690,1
1,90,2.03,795,1
1,145,2.01,705,0
1,77,2,670,1
0,55,1.94,720,1
0,59,1.93,695,1
0,75,1.76,685,0
0,21.6,1.67,695,0
1,65,1.48,715,1
0,55,1.31,730,1
1,137,1.24,705,1
1,60,1.08,765,0
1,65,1.07,695,0
0,94,0.74,680,1
